# SampleCounter	Dev.DutyCycle.value	Controller.enabled	Controller.alfa	Controller.alfa_dot	Controller.alfa_int	Controller.x	Controller.x_dot	Controller.x_int
9482	-0.217683	1	0.328572	-23.2631	141.423	-0.220837	-0.251131	-304.518
9483	-0.19015	1	0.0509485	-23.0831	141.472	-0.223054	-0.221719	-304.738
9484	-0.177312	1	-0.20568	-10.0512	141.265	-0.225407	-0.235294	-304.961
9485	-0.171097	1	-0.322908	-4.21914	140.941	-0.227421	-0.201357	-305.185
9486	-0.183526	1	-0.359535	12.2329	140.58	-0.229502	-0.208145	-305.412
9487	-0.226776	1	-0.0402582	23.5969	140.538	-0.231244	-0.174208	-305.64
9488	-0.13233	1	0.332344	24.8929	140.869	-0.233145	-0.190045	-305.87
9489	-0.171884	1	0.610674	36.0049	141.478	-0.23448	-0.133484	-306.101
9490	-0.242197	1	1.10121	56.1648	142.578	-0.236018	-0.153846	-306.334
9491	-0.28493	1	1.4937	58.1567	144.07	-0.237511	-0.149321	-306.569
9492	-0.361879	1	2.27833	54.3645	146.347	-0.238778	-0.126697	-306.804
9493	-0.441362	1	3.03789	54.8563	149.384	-0.240181	-0.140271	-307.041
9494	-0.478478	1	3.45361	46.948	152.836	-0.241878	-0.169683	-307.28
9495	-0.490943	1	3.70491	30.5797	156.539	-0.243575	-0.169683	-307.521
9496	-0.450031	1	3.48404	8.27135	160.022	-0.245724	-0.214932	-307.763
9497	-0.355451	1	2.69456	-10.053	162.715	-0.247919	-0.219457	-308.008
9498	-0.292476	1	2.30031	-35.9014	165.013	-0.25052	-0.260181	-308.256
9499	-0.315941	1	2.45618	-30.4778	167.468	-0.252964	-0.244344	-308.506
9500	-0.254676	1	1.79464	-27.3821	169.261	-0.255679	-0.271493	-308.758
9501	-0.181477	1	1.01638	-23.7704	170.275	-0.258235	-0.255656	-309.013
9502	-0.278638	1	0.762613	-35.3266	171.036	-0.260633	-0.239819	-309.271
9503	-0.360965	1	1.33068	-11.1349	172.365	-0.263348	-0.271493	-309.531
9504	-0.418092	1	1.71312	6.0369	174.077	-0.265679	-0.233032	-309.794
9505	-0.364692	1	1.20049	2.70069	175.275	-0.268371	-0.269231	-310.059
9506	-0.312273	1	1.01263	-31.9435	176.286	-0.27086	-0.248869	-310.327
9507	-0.296817	1	0.868254	-33.8277	177.153	-0.273507	-0.264706	-310.597
9508	-0.234943	1	0.108645	-19.8479	177.26	-0.276267	-0.276018	-310.87
9509	-0.113702	1	-1.12585	-16.512	176.132	-0.278688	-0.242081	-311.146
9510	-0.00714503	1	-2.02439	-31.1881	174.106	-0.28138	-0.269231	-311.424
9511	-0.0511085	1	-1.72802	-15.1322	172.376	-0.282986	-0.160633	-311.704
9512	-0.152037	1	-0.947084	8.65168	171.427	-0.284095	-0.11086	-311.985
9513	-0.299912	1	0.183169	43.3196	171.609	-0.286403	-0.230769	-312.268
9514	-0.316696	1	0.370723	40.9795	171.978	-0.28957	-0.316742	-312.555
9515	-0.194062	1	-0.77572	33.7674	171.2	-0.291629	-0.205882	-312.843
9516	-0.00614745	1	-1.15433	18.2032	170.044	-0.293439	-0.180995	-313.134
9517	-0.0372297	1	-0.98128	32.963	169.061	-0.29448	-0.104072	-313.425
9518	-0.189577	1	0.206664	66.3108	169.266	-0.29457	-0.00904977	-313.716
9519	-0.336759	1	1.22775	110.159	170.492	-0.296244	-0.167421	-314.009
9520	-0.406355	1	1.96587	103.978	172.457	-0.298258	-0.201357	-314.305
9521	-0.389615	1	2.02864	78.9337	174.483	-0.298982	-0.0723982	-314.6
9522	-0.44506	1	2.60768	73.8691	177.089	-0.299909	-0.0927602	-314.897
9523	-0.494373	1	3.20891	59.8525	180.297	-0.301063	-0.115385	-315.195
9524	-0.515885	1	3.53926	44.7918	183.834	-0.302602	-0.153846	-315.495
9525	-0.536075	1	3.87986	27.043	187.712	-0.304163	-0.156109	-315.796
9526	-0.530901	1	4.08169	-2.39377	191.792	-0.306131	-0.196833	-316.099
9527	-0.513049	1	4.23288	-39.5946	196.023	-0.308416	-0.228507	-316.404
9528	-0.523751	1	4.42978	-53.0113	200.451	-0.311109	-0.269231	-316.712
9529	-0.482209	1	4.15833	-71.5641	204.607	-0.313937	-0.282805	-317.022
9530	-0.394437	1	3.3097	-77.7807	207.915	-0.317081	-0.31448	-317.336
9531	-0.47571	1	2.97525	-99.3693	210.888	-0.320339	-0.325792	-317.654
9532	-0.306952	1	1.21103	-92.9138	212.097	-0.323597	-0.325792	-317.974
9533	-0.164717	1	-0.147903	-99.1062	211.947	-0.326516	-0.291855	-318.297
9534	-0.101926	1	-0.681729	-107.831	211.263	-0.32948	-0.29638	-318.624
9535	-0.066675	1	-1.24544	-85.4628	210.015	-0.331833	-0.235294	-318.952
9536	-0.0506304	1	-1.66236	-58.1509	208.351	-0.333597	-0.176471	-319.283
9537	-0.0101225	1	-2.1199	-50.7829	206.229	-0.334728	-0.113122	-319.614
9538	-0.0700002	1	-1.78062	-23.0509	204.446	-0.336131	-0.140271	-319.947
9539	-0.117336	1	-1.49687	-2.59082	202.947	-0.337195	-0.106335	-320.281
9540	-0.169862	1	-1.12949	14.3292	201.816	-0.338348	-0.115385	-320.616
9541	-0.204567	1	-0.908462	27.8413	200.905	-0.339955	-0.160633	-320.953
9542	-0.236763	1	-0.373827	6.94935	200.529	-0.340271	-0.0316742	-321.29
9543	-0.268771	1	-0.0858641	10.2494	200.441	-0.340588	-0.0316742	-321.627
9544	-0.259492	1	-0.218692	14.4734	200.221	-0.34095	-0.0361991	-321.965
9545	-0.205948	1	-0.529808	-7.42661	199.689	-0.341312	-0.0361991	-322.303
9546	-0.0541116	1	-0.66212	-12.0346	199.025	-0.341606	-0.0294118	-322.642
9547	-0.0754597	1	-0.551821	-1.1626	198.471	-0.341674	-0.00678733	-322.98
9548	-0.127522	1	-0.205527	16.4774	198.264	-0.341742	-0.00678733	-323.319
9549	-0.133956	1	-0.0350936	5.90542	198.226	-0.341742	0	-323.657
9550	-0.123795	1	-0.00416247	-7.34258	198.22	-0.341742	0	-323.996
9551	-0.110591	1	-0.0686502	-14.0266	198.15	-0.341742	0	-324.334
9552	-0.115668	1	-0.0591514	-9.83858	198.089	-0.341742	0	-324.673
9553	-0.0929209	1	-0.204757	-17.8186	197.882	-0.341742	0	-325.011
9554	-0.0678351	1	-0.413421	-21.6225	197.466	-0.341719	0.00226244	-325.35
9555	-0.0415237	1	-0.638214	-24.8145	196.826	-0.341697	0.00226244	-325.688
9556	-0.0113009	1	-0.890834	-28.8824	195.933	-0.341652	0.00452489	-326.026
9557	0.0224662	1	-1.16999	-33.5623	194.761	-0.341538	0.0113122	-326.365
9558	0.0481813	1	-1.43996	-30.8382	193.32	-0.341403	0.0135747	-326.703
9559	0.0746063	1	-1.68839	-30.73	191.629	-0.341131	0.0271493	-327.041
9560	0.093846	1	-1.91312	-25.5818	189.714	-0.340701	0.0429864	-327.378
9561	-0.0207865	1	-2.10593	-22.8936	187.606	-0.34	0.0701357	-327.715
9562	-0.0113761	1	-2.23598	-17.0613	185.369	-0.339321	0.0678733	-328.051
9563	0.00212145	1	-2.3414	-17.6731	183.025	-0.339276	0.00452489	-328.387
9564	0.0247098	1	-2.4575	-26.1928	180.566	-0.33862	0.0656108	-328.722
9565	0.0605508	1	-2.72718	-32.3365	177.837	-0.338122	0.0497737	-329.057
9566	0.0887946	1	-2.98123	-32.1921	174.854	-0.337579	0.0542986	-329.391
9567	0.130022	1	-3.3113	-37.0998	171.541	-0.336946	0.0633484	-329.725
9568	0.146167	1	-3.52806	-28.0394	168.011	-0.335973	0.097285	-330.058
9569	0.172711	1	-3.74535	-29.1069	164.264	-0.334389	0.158371	-330.389
9570	0.179709	1	-3.89231	-17.5145	160.37	-0.333213	0.117647	-330.719
9571	0.183926	1	-3.98558	-8.41798	156.383	-0.332149	0.106335	-331.048
9572	0.188223	1	-3.9757	-9.72548	152.406	-0.330973	0.117647	-331.375
9573	0.175249	1	-3.84934	-5.53698	148.555	-0.329547	0.142534	-331.701
9574	0.133	1	-3.5192	7.21953	145.034	-0.328145	0.140271	-332.026
9575	0.12313	1	-3.43985	12.596	141.593	-0.326674	0.147059	-332.35
9576	0.267497	1	-3.44659	5.68454	138.145	-0.32509	0.158371	-332.671
9577	0.266035	1	-3.45846	11.793	134.685	-0.323371	0.171946	-332.991
9578	0.243072	1	-3.26042	18.2135	131.423	-0.321606	0.176471	-333.31
9579	0.183716	1	-2.82639	36.994	128.596	-0.319638	0.196833	-333.626
9580	0.155066	1	-2.54241	39.7904	126.052	-0.317715	0.192308	-333.94
9581	0.138456	1	-2.28862	33.3108	123.762	-0.315566	0.214932	-334.253
9582	0.11323	1	-2.04577	36.2992	121.715	-0.313801	0.176471	-334.563
9583	0.103068	1	-1.83246	26.9635	119.881	-0.311855	0.19457	-334.872
9584	0.0869146	1	-1.65212	26.7358	118.228	-0.31009	0.176471	-335.178
9585	0.0751409	1	-1.46251	21.0121	116.764	-0.308529	0.156109	-335.484
9586	0.063077	1	-1.29471	17.5923	115.468	-0.307285	0.124434	-335.787
9587	0.0403362	1	-1.02714	14.6045	114.44	-0.306086	0.119909	-336.09
9588	0.0226028	1	-0.727681	3.12072	113.711	-0.304208	0.187783	-336.391
9589	0.0256781	1	-0.699114	-2.11108	113.011	-0.302964	0.124434	-336.691
9590	0.0408437	1	-0.751921	-11.2429	112.258	-0.301742	0.122172	-336.989
9591	0.0708828	1	-0.937567	-21.7787	111.319	-0.30043	0.131222	-337.286
9592	-0.017214	1	-1.29561	-29.9145	110.023	-0.299344	0.108597	-337.582
9593	0.0172904	1	-1.64115	-28.2222	108.38	-0.298529	0.0814479	-337.877
9594	0.0790008	1	-2.11767	-40.162	106.262	-0.297647	0.0882353	-338.171
9595	0.144532	1	-2.65297	-49.5096	103.608	-0.296833	0.0814479	-338.465
9596	0.191645	1	-3.06547	-52.3053	100.541	-0.295611	0.122172	-338.757
9597	0.238394	1	-3.46222	-55.9169	97.0778	-0.29371	0.190045	-339.047
9598	0.295741	1	-4.01889	-53.5764	93.0579	-0.293009	0.0701357	-339.337
9599	0.300353	1	-4.15795	-40.1239	88.899	-0.292104	0.0904977	-339.626
9600	0.276772	1	-4.00912	-27.4154	84.889	-0.291041	0.106335	-339.913
9601	0.266378	1	-3.95587	-18.3908	80.9323	-0.289887	0.115385	-340.2
9602	0.290705	1	-4.20698	-13.3982	76.7245	-0.288846	0.104072	-340.485
9603	0.341631	1	-4.62665	-17.7296	72.0971	-0.28776	0.108597	-340.77
9604	0.380763	1	-4.93359	-21.2329	67.1628	-0.286471	0.128959	-341.053
9605	0.353376	1	-4.73644	-8.82426	62.4257	-0.285158	0.131222	-341.335
9606	0.325136	1	-4.57129	7.47241	57.8538	-0.28371	0.144796	-341.615
9607	0.270931	1	-4.12431	21.1051	53.7289	-0.282036	0.167421	-341.893
9608	0.412226	1	-4.19391	24.2977	49.5344	-0.280385	0.165158	-342.17
9609	0.383669	1	-3.97218	34.6544	45.5617	-0.278416	0.196833	-342.445
9610	0.333101	1	-3.58201	49.787	41.9793	-0.276335	0.208145	-342.718
9611	0.268943	1	-3.04843	63.6355	38.9304	-0.27414	0.219457	-342.989
9612	0.20822	1	-2.55996	78.072	36.3701	-0.271742	0.239819	-343.257
9613	0.138085	1	-1.8181	75.8405	34.5516	-0.269276	0.246606	-343.523
9614	0.0849926	1	-1.30438	78.8648	33.2469	-0.266968	0.230769	-343.787
9615	0.025551	1	-0.685228	77.0771	32.5613	-0.265113	0.18552	-344.048
9616	-0.0217269	1	-0.120879	68.0413	32.4401	-0.263846	0.126697	-344.309
9617	-0.037575	1	0.382618	33.1574	32.8224	-0.262014	0.183258	-344.567
9618	0.0245273	1	-0.100003	19.4175	32.7221	-0.260317	0.169683	-344.824
9619	0.0485364	1	-0.125238	-1.94246	32.5965	-0.258982	0.133484	-345.08
9620	0.0170807	1	0.269665	-10.2464	32.8659	-0.257805	0.117647	-345.334
9621	0.0157049	1	0.31056	-13.2704	33.1761	-0.256742	0.106335	-345.587
9622	0.0570135	1	-0.0615868	-17.3023	33.1142	-0.255769	0.097285	-345.84
9623	0.0940933	1	-0.353844	-24.8023	32.76	-0.254977	0.0791855	-346.091
9624	-0.0064546	1	-0.650709	-27.2502	32.109	-0.254185	0.0791855	-346.342
9625	0.0352929	1	-1.01198	-31.858	31.0967	-0.253507	0.0678733	-346.592
9626	0.118725	1	-1.72121	-42.6459	29.3751	-0.252941	0.0565611	-346.841
9627	0.182628	1	-2.28768	-47.6137	27.0872	-0.252195	0.0746606	-347.09
9628	0.226024	1	-2.7099	-46.0775	24.377	-0.250656	0.153846	-347.337
9629	0.248984	1	-3.23749	-13.0412	21.1393	-0.249887	0.0769231	-347.584
9630	0.303319	1	-3.79093	-8.2409	17.3481	-0.249118	0.0769231	-347.829
9631	0.357089	1	-4.22376	-14.5046	13.1242	-0.248145	0.097285	-348.074
9632	0.354493	1	-4.20875	-9.20026	8.91531	-0.246855	0.128959	-348.317
9633	0.250843	1	-3.49312	26.3801	5.4221	-0.245588	0.126697	-348.56
9634	0.161558	1	-2.73148	42.2324	2.69057	-0.24414	0.144796	-348.8
9635	0.109151	1	-2.28013	51.7847	0.41041	-0.242443	0.169683	-349.039
9636	0.0637674	1	-1.87142	58.1689	-1.46101	-0.240905	0.153846	-349.277
9637	0.0294972	1	-1.50123	56.9211	-2.96223	-0.239593	0.131222	-349.513
9638	-0.00286577	1	-1.13303	53.5973	-4.09523	-0.238823	0.0769231	-349.748
9639	-0.0527622	1	-0.37959	28.5293	-4.47478	-0.237692	0.113122	-349.982
9640	-0.0128748	1	0.527037	30.7854	-3.94769	-0.236697	0.0995475	-350.215
9641	0.0256594	1	0.421283	2.40539	-3.52637	-0.235498	0.119909	-350.447
9642	0.0490826	1	0.313396	-10.5426	-3.21294	-0.234774	0.0723982	-350.679
9643	0.0323212	1	0.413871	-4.24263	-2.79904	-0.23405	0.0723982	-350.909
9644	0.030989	1	0.434844	-5.44262	-2.36417	-0.233394	0.0656108	-351.139
9645	0.0365632	1	0.381765	-6.09062	-1.98238	-0.232828	0.0565611	-351.368
9646	0.0526268	1	0.274424	-11.6946	-1.70793	-0.232195	0.0633484	-351.597
9647	0.0693135	1	0.0954421	-10.5786	-1.61247	-0.231629	0.0565611	-351.825
9648	0.0899331	1	-0.092905	-12.2706	-1.70536	-0.231109	0.0520362	-352.053
9649	0.111332	1	-0.308374	-11.8145	-2.01372	-0.230407	0.0701357	-352.28
9650	0.133836	1	-0.508411	-13.8065	-2.52211	-0.229344	0.106335	-352.506
9651	0.15018	1	-0.645827	-15.7624	-3.16791	-0.228054	0.128959	-352.73
9652	0.0757639	1	0.0418712	-10.1583	-3.12601	-0.227647	0.040724	-352.954
9653	0.0167387	1	0.348675	17.8378	-2.7773	-0.227172	0.0475113	-353.178
9654	0.0165642	1	0.340414	18.4979	-2.43686	-0.226833	0.0339366	-353.401
9655	0.0490126	1	0.0921678	10.782	-2.34467	-0.226833	0	-353.624
9656	0.0913473	1	-0.218238	-0.293981	-2.56288	-0.226765	0.00678733	-353.848
9657	-0.0425307	1	-0.214606	0.102073	-2.77746	-0.226335	0.0429864	-354.07
9658	-0.0403514	1	-0.214573	-1.86587	-2.99201	-0.225905	0.0429864	-354.293
9659	-0.0481518	1	-0.0280502	-12.6898	-3.02003	-0.225701	0.020362	-354.515
9660	-0.0783099	1	0.253	-10.8898	-2.767	-0.225588	0.0113122	-354.737
9661	-0.0743984	1	0.285073	-18.2937	-2.4819	-0.225566	0.00226244	-354.959
9662	-0.0491702	1	-0.0207624	-12.9176	-2.50264	-0.225588	-0.00226244	-355.181
9663	0.0057762	1	-0.484384	-21.0175	-2.987	-0.225679	-0.00904977	-355.403
9664	0.0429766	1	-0.824742	-23.3574	-3.81171	-0.225724	-0.00452489	-355.625
9665	0.080633	1	-1.13607	-28.7452	-4.94774	-0.225656	0.00678733	-355.847
9666	0.118742	1	-1.46946	-32.0451	-6.41715	-0.225385	0.0271493	-356.069
9667	0.131488	1	-1.62103	-28.0129	-8.03812	-0.224661	0.0723982	-356.29
9668	0.168765	1	-2.10369	-14.9206	-10.1417	-0.224163	0.0497737	-356.511
9669	0.210553	1	-2.5092	-13.6484	-12.6508	-0.223891	0.0271493	-356.731
9670	0.214645	1	-2.64381	-1.63613	-15.2945	-0.223484	0.040724	-356.951
9671	0.162887	1	-2.3346	21.5361	-17.629	-0.222896	0.0588235	-357.171
9672	0.0752396	1	-1.64438	41.8044	-19.2732	-0.222217	0.0678733	-357.389
9673	0.0102194	1	-0.986591	42.0326	-20.2596	-0.221448	0.0769231	-357.607
9674	0.0955264	1	-0.482428	40.1248	-20.7418	-0.220995	0.0452489	-357.824
9675	0.0625896	1	-0.149171	39.885	-20.8908	-0.220792	0.020362	-358.042
9676	0.0213931	1	0.23203	42.7291	-20.6585	-0.220158	0.0633484	-358.258
9677	-0.00840586	1	0.568849	38.2771	-20.0895	-0.219683	0.0475113	-358.474
9678	-0.0508216	1	0.991133	37.4731	-19.0981	-0.219593	0.00904977	-358.69
9679	-0.0370474	1	1.08672	13.0531	-18.0112	-0.219163	0.0429864	-358.906
9680	-0.04351	1	1.17036	9.98109	-16.8407	-0.218959	0.020362	-359.121
9681	-0.0417356	1	1.22806	1.20904	-15.6124	-0.218959	0	-359.337
9682	-0.0417547	1	1.22452	0.356982	-14.3878	-0.218959	0	-359.552
9683	-0.0502933	1	1.26605	3.47692	-13.1216	-0.218959	0	-359.767
9684	-0.0787486	1	1.44424	12.6689	-11.6772	-0.218982	-0.00226244	-359.983
9685	-0.0828829	1	1.51566	8.14479	-10.1614	-0.219027	-0.00452489	-360.198
9686	-0.0824422	1	1.48952	8.82871	-8.67181	-0.21905	-0.00226244	-360.414
9687	-0.0864749	1	1.48809	11.5166	-7.18364	-0.219095	-0.00452489	-360.629
9688	-0.0840949	1	1.46464	10.0165	-5.71893	-0.219208	-0.0113122	-360.845
9689	-0.0906515	1	1.4888	12.6684	-4.23008	-0.219299	-0.00904977	-361.06
9690	-0.093854	1	1.50078	13.1723	-2.72926	-0.219412	-0.0113122	-361.276
9691	-0.241436	1	1.57044	18.8842	-1.15879	-0.21948	-0.00678733	-361.492
9692	-0.246349	1	1.67767	11.396	0.518899	-0.219887	-0.040724	-361.708
9693	-0.256467	1	1.87008	0.403861	2.38897	-0.220113	-0.0226244	-361.925
9694	-0.250059	1	1.87675	-8.54831	4.2657	-0.220566	-0.0452489	-362.142
9695	-0.230264	1	1.70246	-12.6165	5.96812	-0.221199	-0.0633484	-362.359
9696	-0.183831	1	1.35656	-25.8166	7.32462	-0.221968	-0.0769231	-362.578
9697	-0.133059	1	0.929902	-34.8528	8.25445	-0.222851	-0.0882353	-362.797
9698	-0.10234	1	0.560953	-29.2369	8.81532	-0.22371	-0.0859728	-363.017
9699	-0.0786768	1	0.235563	-20.5969	9.05079	-0.224683	-0.097285	-363.238
9700	-0.0457888	1	-0.119006	-17.909	8.93169	-0.225339	-0.0656108	-363.46
9701	-0.0468905	1	-0.232384	-5.237	8.69922	-0.22595	-0.061086	-363.682
9702	-0.0488029	1	-0.270316	0.73898	8.42882	-0.226267	-0.0316742	-363.905
9703	-0.0726975	1	-0.157831	13.543	8.2709	-0.226516	-0.0248869	-364.128
9704	-0.094682	1	-0.00109373	19.8549	8.26973	-0.22681	-0.0294118	-364.351
9705	-0.123897	1	0.207979	27.9549	8.47762	-0.227398	-0.0588235	-364.575
9706	-0.146629	1	0.465681	24.4508	8.94322	-0.227828	-0.0429864	-364.799
9707	-0.174447	1	0.698478	28.2908	9.64161	-0.228122	-0.0294118	-365.023
9708	-0.0551953	1	0.864731	24.8827	10.5062	-0.228461	-0.0339366	-365.248
9709	-0.0684001	1	0.998318	23.7305	11.5045	-0.22862	-0.0158371	-365.473
9710	-0.103081	1	1.29272	27.6783	12.7971	-0.228801	-0.0180995	-365.698
9711	-0.156089	1	1.69069	39.1982	14.4876	-0.22905	-0.0248869	-365.924
9712	-0.20796	1	2.13277	44.7299	16.6202	-0.229185	-0.0135747	-366.149
9713	-0.235256	1	2.46674	36.1617	19.0868	-0.229344	-0.0158371	-366.375
9714	-0.276827	1	2.83942	37.6254	21.926	-0.229615	-0.0271493	-366.601
9715	-0.285539	1	3.04787	22.445	24.9737	-0.230045	-0.0429864	-366.827
9716	-0.284245	1	3.12536	10.2767	28.0988	-0.230633	-0.0588235	-367.054
9717	-0.277799	1	3.09916	3.35227	31.1977	-0.231403	-0.0769231	-367.282
9718	-0.263158	1	2.99303	-3.66812	34.1904	-0.23233	-0.0927602	-367.51
9719	-0.245537	1	2.85321	-10.1605	37.0433	-0.233303	-0.097285	-367.74
9720	-0.231121	1	2.65337	-7.24489	39.6963	-0.234253	-0.0950226	-367.971
9721	-0.223342	1	2.53975	-6.20127	42.2356	-0.235249	-0.0995475	-368.202
9722	-0.21669	1	2.44197	-5.51763	44.6772	-0.236312	-0.106335	-368.435
9723	-0.218671	1	2.40011	-1.74999	47.0768	-0.237398	-0.108597	-368.669
9724	-0.235323	1	2.54764	-2.39835	49.624	-0.23828	-0.0882353	-368.903
9725	-0.261666	1	2.6958	6.4333	52.3193	-0.239208	-0.0927602	-369.139
9726	-0.402257	1	2.74561	5.96494	55.0644	-0.240226	-0.10181	-369.375
9727	-0.386811	1	2.64796	-2.36342	57.7118	-0.241516	-0.128959	-369.613
9728	-0.323958	1	2.12753	-15.2998	59.8387	-0.242715	-0.119909	-369.852
9729	-0.253165	1	1.59279	-34.2121	61.4309	-0.244118	-0.140271	-370.092
9730	-0.219727	1	1.23099	-32.7005	62.6613	-0.245679	-0.156109	-370.334
9731	-0.167084	1	0.694627	-32.4008	63.3553	-0.247104	-0.142534	-370.578
9732	-0.149642	1	0.5033	-31.213	63.858	-0.248484	-0.138009	-370.823
9733	-0.168788	1	0.468095	-9.01325	64.3254	-0.249864	-0.138009	-371.069
9734	-0.128502	1	0.139086	-16.5375	64.4639	-0.251041	-0.117647	-371.316
9735	-0.148671	1	0.248186	-7.52565	64.7114	-0.252149	-0.11086	-371.565
9736	-0.170136	1	0.391255	-0.757835	65.102	-0.253258	-0.11086	-371.814
9737	-0.197392	1	0.538558	11.23	65.6399	-0.254276	-0.10181	-372.065
9738	-0.220294	1	0.727545	14.5058	66.3668	-0.255158	-0.0882353	-372.316
9739	-0.226907	1	0.832286	9.81361	67.1984	-0.256018	-0.0859728	-372.568
9740	-0.22509	1	0.835047	6.8854	68.0328	-0.2569	-0.0882353	-372.822
9741	-0.2217	1	0.840752	2.08518	68.8729	-0.257828	-0.0927602	-373.076
9742	-0.239959	1	0.96249	7.20896	69.8347	-0.258823	-0.0995475	-373.331
9743	-0.241349	1	0.960313	7.85674	70.7943	-0.259661	-0.0837104	-373.587
9744	-0.102042	1	0.96747	0.200504	71.7611	-0.260498	-0.0837104	-373.843
9745	-0.10894	1	1.0041	2.43227	72.7645	-0.261199	-0.0701357	-374.101
9746	-0.158077	1	1.35746	14.876	74.1212	-0.262036	-0.0837104	-374.359
9747	-0.211309	1	1.76153	25.9398	75.882	-0.26267	-0.0633484	-374.618
9748	-0.250864	1	2.14679	24.8235	78.028	-0.263303	-0.0633484	-374.878
9749	-0.271104	1	2.39129	18.2232	80.4185	-0.263778	-0.0475113	-375.138
9750	-0.28508	1	2.50636	18.1869	82.9241	-0.264299	-0.0520362	-375.398
9751	-0.285804	1	2.56631	10.3506	85.4896	-0.264932	-0.0633484	-375.659
9752	-0.264885	1	2.49858	-6.29375	87.9873	-0.265656	-0.0723982	-375.921
9753	-0.252733	1	2.38918	-9.8941	90.3756	-0.266516	-0.0859728	-376.184
9754	-0.238378	1	2.25003	-12.5824	92.6247	-0.267489	-0.097285	-376.448
9755	-0.197919	1	1.9044	-20.3828	94.5282	-0.268348	-0.0859728	-376.712
9756	-0.191035	1	1.825	-21.1511	96.3522	-0.269163	-0.0814479	-376.978
9757	-0.185803	1	1.74184	-19.8073	98.0931	-0.27	-0.0837104	-377.244
9758	-0.174915	1	1.61454	-19.5796	99.7067	-0.270814	-0.0814479	-377.511
9759	-0.179651	1	1.57133	-12.0919	101.277	-0.271629	-0.0814479	-377.779
9760	-0.170127	1	1.48619	-14.5881	102.762	-0.27233	-0.0701357	-378.047
9761	-0.155075	1	1.33043	-15.3923	104.092	-0.272896	-0.0565611	-378.317
9762	-0.276709	1	1.18088	-13.3165	105.271	-0.273394	-0.0497737	-378.586
9763	-0.272966	1	1.1325	-13.3527	106.403	-0.273937	-0.0542986	-378.856
9764	-0.238871	1	0.889107	-23.9969	107.291	-0.274525	-0.0588235	-379.127
9765	-0.197978	1	0.570834	-33.633	107.861	-0.275181	-0.0656108	-379.398
9766	-0.148447	1	0.173288	-43.5811	108.033	-0.275905	-0.0723982	-379.671
9767	-0.113193	1	-0.167845	-44.5532	107.864	-0.276561	-0.0656108	-379.943
9768	-0.0802241	1	-0.521229	-41.6613	107.342	-0.277059	-0.0497737	-380.217
9769	-0.0743761	1	-0.69182	-29.7573	106.649	-0.277398	-0.0339366	-380.49
9770	-0.0660199	1	-0.816289	-24.8492	105.831	-0.277624	-0.0226244	-380.764
9771	-0.0706802	1	-0.859481	-15.0092	104.971	-0.27767	-0.00452489	-381.038
9772	-0.0729233	1	-0.854536	-12.4051	104.115	-0.277647	0.00226244	-381.312
9773	-0.0751339	1	-0.850436	-9.75297	103.264	-0.277579	0.00678733	-381.586
9774	-0.0473896	1	-0.992781	-22.2689	102.27	-0.277489	0.00904977	-381.859
9775	-0.0286975	1	-1.16694	-22.3767	101.102	-0.277353	0.0135747	-382.133
9776	-0.00167002	1	-1.37771	-26.9486	99.7233	-0.27724	0.0113122	-382.406
9777	0.0150369	1	-1.55799	-24.0684	98.1643	-0.277081	0.0158371	-382.679
9778	0.0454668	1	-1.77909	-30.6082	96.3842	-0.2769	0.0180995	-382.952
9779	0.0620996	1	-1.95704	-27.488	94.4262	-0.276674	0.0226244	-383.225
9780	0.21307	1	-2.11074	-27.6437	92.3145	-0.276357	0.0316742	-383.498
9781	0.217679	1	-2.18834	-22.3035	90.1253	-0.275339	0.10181	-383.769
9782	0.327622	1	-3.28931	-18.8592	86.835	-0.273099	0.223982	-384.039
9783	0.401866	1	-4.26129	8.35717	82.5729	-0.27224	0.0859728	-384.307
9784	0.348708	1	-3.95203	34.5415	78.62	-0.27095	0.128959	-384.574
9785	0.29542	1	-3.63373	59.6338	74.9855	-0.269231	0.171946	-384.839
9786	0.215876	1	-3.02915	81.7501	71.9556	-0.267353	0.187783	-385.103
9787	0.145645	1	-2.34704	86.1183	69.6079	-0.265271	0.208145	-385.364
9788	0.0373302	1	-1.32243	93.2944	68.2847	-0.263009	0.226244	-385.624
9789	-0.0744856	1	-0.205091	93.5824	68.079	-0.26138	0.162896	-385.881
9790	-0.209291	1	1.14199	92.5383	69.2203	-0.260543	0.0837104	-386.138
9791	-0.363238	1	3.07254	50.3581	72.2921	-0.258959	0.158371	-386.393
9792	-0.303023	1	3.06911	-12.5821	75.3605	-0.258416	0.0542986	-386.647
9793	-0.225928	1	2.8519	-70.8064	78.2116	-0.258394	0.00226244	-386.902
9794	-0.12144	1	2.02319	-94.4466	80.2341	-0.258688	-0.0294118	-387.157
9795	-0.0087281	1	0.887567	-94.4827	81.1208	-0.25914	-0.0452489	-387.412
9796	0.0694994	1	0.0292875	-86.9108	81.1493	-0.259502	-0.0361991	-387.668
9797	0.158011	1	-0.923861	-79.1827	80.2246	-0.259299	0.020362	-387.923
9798	0.242467	1	-1.71325	-82.9866	78.5106	-0.25862	0.0678733	-388.178
9799	0.163032	1	-2.53562	-52.1104	75.9742	-0.25871	-0.00904977	-388.433
9800	0.189503	1	-2.96579	-32.5981	73.0076	-0.258597	0.0113122	-388.687
