# SampleCounter	Dev.DutyCycle.value	Controller.enabled	Controller.alfa	Controller.alfa_dot	Controller.alfa_int	Controller.x	Controller.x_dot	Controller.x_int
10559	0.151938	1	-2.06862	107.196	14.3953	-0.179819	0.323529	-549.798
10560	0.09043	1	-1.23717	86.7962	13.1579	-0.176516	0.330317	-549.969
10561	0.039138	1	-0.616216	76.6086	12.5416	-0.173688	0.282805	-550.137
10562	-0.0714288	1	0.394188	85.741	12.9357	-0.171538	0.214932	-550.303
10563	-0.014414	1	0.308751	36.9613	13.2443	-0.168846	0.269231	-550.466
10564	0.0195595	1	0.255896	8.01755	13.5	-0.166629	0.221719	-550.628
10565	0.0814263	1	-0.0507454	-23.1342	13.4492	-0.16448	0.214932	-550.786
10566	0.076953	1	-0.0229437	-21.418	13.4261	-0.162828	0.165158	-550.944
10567	0.0883328	1	-0.0871511	-26.2898	13.3388	-0.161086	0.174208	-551.099
10568	0.154603	1	-0.721873	-28.3655	12.6168	-0.159434	0.165158	-551.253
10569	0.227236	1	-1.37196	-34.6172	11.2447	-0.157783	0.165158	-551.406
10570	0.297404	1	-2.00251	-39.7289	9.24208	-0.155226	0.255656	-551.555
10571	0.383661	1	-3.2402	1.02348	6.00179	-0.153167	0.205882	-551.703
10572	0.460007	1	-4.00739	5.40386	1.99434	-0.151041	0.21267	-551.848
10573	0.47094	1	-4.13073	10.9362	-2.13641	-0.148846	0.219457	-551.992
10574	0.416477	1	-3.80569	36.7006	-5.94207	-0.146109	0.273756	-552.132
10575	0.356453	1	-3.47241	66.8689	-9.41442	-0.143303	0.280543	-552.27
10576	0.272563	1	-2.85136	91.5052	-12.2657	-0.140249	0.30543	-552.405
10577	0.245644	1	-2.69062	105.041	-14.9562	-0.1369	0.334842	-552.536
10578	0.143453	1	-1.68915	108.774	-16.6452	-0.133575	0.332579	-552.664
10579	0.0326153	1	-0.684922	119.874	-17.3299	-0.130633	0.294118	-552.789
10580	-0.0300651	1	-0.108039	124.973	-17.4378	-0.128484	0.214932	-552.912
10581	-0.0689054	1	0.624876	89.8972	-16.8128	-0.126018	0.246606	-553.033
10582	-0.231842	1	1.31219	49.4569	-15.5004	-0.123575	0.244344	-553.151
10583	-0.289276	1	2.12948	23.0325	-13.3708	-0.121516	0.205882	-553.267
10584	-0.288061	1	2.46029	-13.7239	-10.9103	-0.120181	0.133484	-553.382
10585	-0.173266	1	1.77281	-61.5444	-9.13743	-0.119683	0.0497737	-553.496
10586	0.00221344	1	0.617248	-122.085	-8.52009	-0.119661	0.00226244	-553.61
10587	0.113157	1	-0.466872	-124.149	-8.98688	-0.119751	-0.00904977	-553.724
10588	0.196041	1	-1.40372	-111.945	-10.3905	-0.119412	0.0339366	-553.838
10589	0.279113	1	-2.43331	-89.6254	-12.8237	-0.118394	0.10181	-553.951
10590	0.387606	1	-3.72947	-64.7734	-16.553	-0.118235	0.0158371	-554.063
10591	0.430788	1	-4.41711	-34.7732	-20.97	-0.117489	0.0746606	-554.175
10592	0.434728	1	-4.63825	-11.9611	-25.608	-0.116312	0.117647	-554.286
10593	0.352413	1	-3.97634	8.13908	-29.5841	-0.11509	0.122172	-554.396
10594	0.23386	1	-3.04062	36.1593	-32.6244	-0.11362	0.147059	-554.504
10595	0.136207	1	-2.20809	52.7674	-34.8322	-0.1119	0.171946	-554.61
10596	0.0726032	1	-1.58227	55.3715	-36.4141	-0.110475	0.142534	-554.715
10597	0.0162459	1	-0.954677	49.9236	-37.3684	-0.108914	0.156109	-554.818
10598	-0.0522236	1	-0.323154	55.5636	-37.6912	-0.108009	0.0904977	-554.921
10599	-0.0942285	1	0.121476	52.9835	-37.5694	-0.107851	0.0158371	-555.023
10600	-0.0197597	1	-0.34639	25.6474	-37.9154	-0.106878	0.097285	-555.125
10601	0.0536695	1	-0.629193	-18.8727	-38.5442	-0.106109	0.0769231	-555.225
10602	0.0780732	1	-0.910685	-14.2168	-39.4545	-0.105566	0.0542986	-555.325
10603	0.0936811	1	-1.08912	-10.893	-40.5432	-0.105023	0.0542986	-555.425
10604	0.107383	1	-1.21637	-10.6531	-41.7592	-0.104253	0.0769231	-555.523
10605	0.0948745	1	-1.15878	-2.74518	-42.9175	-0.103122	0.113122	-555.621
10606	0.0717121	1	-0.99331	4.86272	-43.9104	-0.101855	0.126697	-555.717
10607	0.0356375	1	-0.684166	10.7066	-44.5942	-0.101584	0.0271493	-555.813
10608	0.00675933	1	-0.415354	13.1185	-45.0091	-0.101222	0.0361991	-555.909
10609	-0.0424041	1	0.011244	19.6104	-44.9974	-0.101131	0.00904977	-556.004
10610	0.0585487	1	0.283729	24.4583	-44.7132	-0.101244	-0.0113122	-556.1
10611	0.025244	1	0.727458	12.6621	-43.9853	-0.10095	0.0294118	-556.195
10612	-0.023347	1	1.05985	26.9539	-42.925	-0.100385	0.0565611	-556.29
10613	-0.0568468	1	1.42891	22.1177	-41.4957	-0.100136	0.0248869	-556.385
10614	-0.0889568	1	1.73126	22.2615	-39.764	-0.0998642	0.0271493	-556.479
10615	-0.101641	1	1.9287	13.2733	-37.8349	-0.0997285	0.0135747	-556.573
10616	-0.0941355	1	1.89766	6.97303	-35.9369	-0.0997511	-0.00226244	-556.668
10617	-0.0790598	1	1.82359	-2.51924	-34.1129	-0.0998642	-0.0113122	-556.762
10618	-0.0733718	1	1.72486	-0.059504	-32.3877	-0.100023	-0.0158371	-556.856
10619	-0.0870653	1	1.76043	8.31623	-30.627	-0.100181	-0.0158371	-556.951
10620	-0.0957289	1	1.79634	11.592	-28.8303	-0.100362	-0.0180995	-557.046
10621	-0.115601	1	1.89665	19.5357	-26.9334	-0.10052	-0.0158371	-557.141
10622	-0.130367	1	2.02027	19.9194	-24.9128	-0.100701	-0.0180995	-557.236
10623	-0.144021	1	2.14722	18.7311	-22.7654	-0.100905	-0.020362	-557.331
10624	-0.159501	1	2.25689	20.9867	-20.5082	-0.101131	-0.0226244	-557.427
10625	-0.171725	1	2.36152	20.3864	-18.1465	-0.101425	-0.0294118	-557.523
10626	-0.192817	1	2.49684	25.45	-15.6495	-0.101787	-0.0361991	-557.619
10627	-0.205891	1	2.62556	23.0256	-13.0238	-0.102262	-0.0475113	-557.715
10628	-0.2152	1	2.74841	17.3012	-10.2752	-0.10276	-0.0497737	-557.813
10629	-0.229295	1	2.84899	18.4888	-7.42616	-0.103303	-0.0542986	-557.91
10630	-0.234903	1	2.90886	15.2003	-4.51722	-0.103914	-0.061086	-558.009
10631	-0.24575	1	2.98794	15.1518	-1.52923	-0.104615	-0.0701357	-558.108
10632	-0.232367	1	2.91604	6.04335	1.38682	-0.105475	-0.0859728	-558.208
10633	-0.245067	1	3.00435	6.90685	4.39116	-0.106471	-0.0995475	-558.308
10634	-0.251502	1	3.12137	-1.48165	7.51249	-0.107466	-0.0995475	-558.41
10635	-0.271056	1	3.14175	12.8938	10.6542	-0.108575	-0.11086	-558.513
10636	-0.250761	1	3.01794	1.96133	13.672	-0.109842	-0.126697	-558.618
10637	-0.235116	1	2.89507	-4.29118	16.5669	-0.111312	-0.147059	-558.723
10638	-0.215448	1	2.68843	-5.98369	19.2552	-0.112715	-0.140271	-558.83
10639	-0.279883	1	2.01459	-9.5122	21.2696	-0.114276	-0.156109	-558.939
10640	-0.250909	1	1.66453	-5.1447	22.9339	-0.116109	-0.183258	-559.05
10641	-0.235318	1	1.5689	-12.7412	24.5026	-0.117715	-0.160633	-559.162
10642	-0.235931	1	1.46249	-2.94968	25.9648	-0.119457	-0.174208	-559.276
10643	-0.256648	1	1.54347	8.12585	27.508	-0.120995	-0.153846	-559.391
10644	-0.299316	1	1.89672	13.5734	29.4045	-0.122534	-0.153846	-559.508
10645	-0.33585	1	2.08759	28.9329	31.4918	-0.124118	-0.158371	-559.627
10646	-0.326067	1	1.98456	27.4684	33.476	-0.125588	-0.147059	-559.747
10647	-0.332498	1	2.14455	15.7559	35.6202	-0.127172	-0.158371	-559.868
10648	-0.3622	1	2.40825	16.6793	38.0281	-0.128982	-0.180995	-559.991
10649	-0.384269	1	2.66638	10.2707	40.6941	-0.130724	-0.174208	-560.117
10650	-0.36685	1	2.54867	2.07414	43.2424	-0.132783	-0.205882	-560.244
10651	-0.306045	1	1.97393	-3.23044	45.2159	-0.134796	-0.201357	-560.373
10652	-0.263437	1	1.68081	-18.207	46.8963	-0.137127	-0.233032	-560.504
10653	-0.241073	1	1.29127	-2.9076	48.1871	-0.139276	-0.214932	-560.638
10654	-0.278667	1	1.65761	-3.60417	49.8442	-0.141787	-0.251131	-560.774
10655	-0.327194	1	2.01319	7.35127	51.8569	-0.144004	-0.221719	-560.913
10656	-0.304021	1	1.79211	4.49471	53.6485	-0.146471	-0.246606	-561.054
10657	-0.284798	1	1.50564	12.4141	55.1536	-0.148665	-0.219457	-561.197
10658	-0.327012	1	1.88398	14.9096	57.037	-0.150995	-0.233032	-561.342
10659	-0.382684	1	2.37782	18.821	59.4143	-0.15319	-0.219457	-561.49
10660	-0.410007	1	2.57575	23.7764	61.9894	-0.155566	-0.237557	-561.64
10661	-0.452437	1	3.08513	12.1838	65.0739	-0.157828	-0.226244	-561.792
10662	-0.455527	1	3.06237	14.4871	68.1356	-0.160271	-0.244344	-561.946
10663	-0.395017	1	2.55854	1.80247	70.6935	-0.162896	-0.262443	-562.104
10664	-0.295725	1	1.69461	-12.7902	72.3874	-0.165543	-0.264706	-562.264
10665	-0.332417	1	2.03733	-12.4068	74.424	-0.168326	-0.27828	-562.426
10666	-0.409763	1	2.62709	3.33652	77.0504	-0.17095	-0.262443	-562.592
10667	-0.4956	1	3.3198	16.5839	80.3694	-0.173529	-0.257919	-562.76
10668	-0.345873	1	3.21457	7.49924	83.5831	-0.176312	-0.27828	-562.93
10669	-0.261004	1	2.44346	-2.70141	86.0258	-0.178801	-0.248869	-563.103
10670	-0.191508	1	1.71445	-1.01007	87.7394	-0.181516	-0.271493	-563.279
10671	-0.248859	1	2.13321	12.3333	89.8717	-0.183823	-0.230769	-563.457
10672	-0.31345	1	2.64362	23.2406	92.5144	-0.186335	-0.251131	-563.638
10673	-0.341726	1	2.88495	24.4999	95.3984	-0.188484	-0.214932	-563.821
10674	-0.355921	1	3.06763	17.3592	98.4651	-0.190611	-0.21267	-564.006
10675	-0.329867	1	2.9011	5.05853	101.365	-0.192692	-0.208145	-564.193
10676	-0.333364	1	2.88183	7.6018	104.246	-0.194774	-0.208145	-564.382
10677	-0.295149	1	2.5138	3.67707	106.759	-0.196787	-0.201357	-564.573
10678	-0.299307	1	2.50467	6.24433	109.262	-0.198869	-0.208145	-564.767
10679	-0.326358	1	2.83136	-2.20441	112.093	-0.200679	-0.180995	-564.962
10680	-0.40123	1	3.46399	5.94285	115.556	-0.202602	-0.192308	-565.159
10681	-0.442943	1	3.84389	5.82211	119.398	-0.204344	-0.174208	-565.357
10682	-0.413245	1	3.6917	-12.3466	123.089	-0.206244	-0.190045	-565.558
10683	-0.355486	1	3.34825	-39.1074	126.436	-0.208122	-0.187783	-565.76
10684	-0.356433	1	3.34243	-40.9201	129.777	-0.21009	-0.196833	-565.965
10685	-0.345495	1	3.17206	-37.9928	132.948	-0.212172	-0.208145	-566.171
10686	-0.272779	1	2.49426	-45.4214	135.441	-0.21414	-0.196833	-566.38
10687	-0.223097	1	2.03923	-51.638	137.479	-0.216154	-0.201357	-566.59
10688	-0.207295	1	1.75532	-40.8026	139.232	-0.217851	-0.169683	-566.802
10689	-0.226968	1	1.79777	-27.171	141.029	-0.219457	-0.160633	-567.016
10690	-0.24709	1	1.92789	-21.9875	142.955	-0.220973	-0.151584	-567.231
10691	-0.248115	1	1.88213	-18.2679	144.836	-0.222262	-0.128959	-567.448
10692	-0.247709	1	1.7869	-10.9364	146.621	-0.223484	-0.122172	-567.666
10693	-0.239558	1	1.74437	-16.5768	148.364	-0.224661	-0.117647	-567.885
10694	-0.262782	1	1.95967	-16.8412	150.323	-0.225588	-0.0927602	-568.105
10695	-0.276001	1	2.11335	-21.1015	152.434	-0.226516	-0.0927602	-568.326
10696	-0.27308	1	2.08028	-22.7939	154.513	-0.227443	-0.0927602	-568.547
10697	-0.238056	1	1.85407	-37.0502	156.366	-0.228507	-0.106335	-568.77
10698	-0.317308	1	1.30242	-37.2665	157.667	-0.229344	-0.0837104	-568.994
10699	-0.266316	1	0.916075	-50.5388	158.581	-0.230271	-0.0927602	-569.218
10700	-0.203092	1	0.411734	-63.739	158.991	-0.231176	-0.0904977	-569.444
10701	-0.144943	1	-0.103308	-70.2791	158.886	-0.232149	-0.097285	-569.67
10702	-0.0922086	1	-0.657541	-66.9312	158.227	-0.2331	-0.0950226	-569.898
10703	-0.0377688	1	-1.17707	-68.2392	157.049	-0.233733	-0.0633484	-570.126
10704	0.000573019	1	-1.63592	-59.0592	155.411	-0.234163	-0.0429864	-570.354
10705	0.0356	1	-2.03078	-52.5671	153.379	-0.234208	-0.00452489	-570.583
10706	0.0756477	1	-2.43676	-49.5789	150.94	-0.23414	0.00678733	-570.811
10707	0.108495	1	-2.7881	-44.5027	148.151	-0.233801	0.0339366	-571.039
10708	0.146252	1	-3.13705	-44.2264	145.012	-0.232919	0.0882353	-571.267
10709	0.113618	1	-2.9555	-26.7901	142.055	-0.232511	0.040724	-571.493
10710	0.0972097	1	-2.85228	-17.8498	139.202	-0.231946	0.0565611	-571.72
10711	0.0986505	1	-2.89806	-11.8134	136.302	-0.231222	0.0723982	-571.945
10712	0.131149	1	-3.14657	-16.3131	133.154	-0.230294	0.0927602	-572.17
10713	0.154824	1	-3.33614	-17.6927	129.817	-0.229253	0.104072	-572.393
10714	0.161764	1	-3.39666	-15.1843	126.419	-0.228303	0.0950226	-572.616
10715	0.155245	1	-3.3372	-11.2718	123.08	-0.227262	0.104072	-572.837
10716	0.143432	1	-3.21749	-8.2114	119.862	-0.226063	0.119909	-573.058
10717	0.139673	1	-3.16979	-6.05096	116.691	-0.224661	0.140271	-573.277
10718	0.131128	1	-3.08457	-2.94251	113.605	-0.223439	0.122172	-573.494
10719	0.119458	1	-2.97317	0.561947	110.631	-0.222172	0.126697	-573.711
10720	0.121498	1	-2.94373	-1.4776	107.686	-0.220656	0.151584	-573.926
10721	0.130393	1	-2.9828	-3.48114	104.702	-0.219253	0.140271	-574.139
10722	0.138758	1	-3.01565	-5.54468	101.685	-0.217986	0.126697	-574.351
10723	0.134821	1	-2.94871	-5.35222	98.7354	-0.216425	0.156109	-574.562
10724	0.170673	1	-3.30703	-2.06376	95.4274	-0.215181	0.124434	-574.771
10725	0.196872	1	-3.48283	-7.19929	91.9436	-0.213801	0.138009	-574.98
10726	0.204663	1	-3.49887	-9.88681	88.4439	-0.212353	0.144796	-575.186
10727	0.217098	1	-3.64663	-3.89833	84.7963	-0.21095	0.140271	-575.391
10728	0.368646	1	-3.81403	-1.55785	80.9815	-0.209547	0.140271	-575.595
10729	0.368667	1	-3.73465	-5.78136	77.246	-0.20767	0.187783	-575.797
10730	0.164543	1	-3.23915	18.6991	74.0061	-0.205995	0.167421	-575.997
10731	0.075851	1	-2.50418	36.3996	71.5012	-0.204366	0.162896	-576.196
10732	0.149426	1	-1.88463	36.0881	69.6158	-0.202602	0.176471	-576.393
10733	0.11055	1	-1.44126	32.0685	68.1739	-0.201041	0.156109	-576.588
10734	-0.0227756	1	-1.33653	22.9249	66.8367	-0.199072	0.196833	-576.781
10735	-0.0183087	1	-1.31346	17.4652	65.5225	-0.197692	0.138009	-576.973
10736	0.104655	1	-1.12626	10.2416	64.3956	-0.197443	0.0248869	-577.165
10737	0.178245	1	-1.50426	-24.0421	62.8907	-0.195882	0.156109	-577.355
10738	0.0748272	1	-1.75776	-26.8498	61.1323	-0.193914	0.196833	-577.543
10739	0.133009	1	-2.5178	-6.50942	58.6139	-0.19267	0.124434	-577.73
10740	0.326984	1	-2.98231	-17.717	55.631	-0.192036	0.0633484	-577.916
10741	0.358743	1	-3.25131	-19.3247	52.3792	-0.189774	0.226244	-578.1
10742	0.0811575	1	-2.30771	32.8757	50.0709	-0.188167	0.160633	-578.283
10743	0.0232318	1	-1.9555	57.5361	48.1149	-0.186833	0.133484	-578.464
10744	0.162088	1	-1.78694	36.9445	46.3275	-0.186086	0.0746606	-578.644
10745	0.243253	1	-2.18422	-2.30723	44.1428	-0.185	0.108597	-578.823
10746	0.171845	1	-2.73923	-5.99095	41.4031	-0.182308	0.269231	-579
10747	0.176833	1	-3.05616	23.7693	38.3466	-0.18095	0.135747	-579.175
10748	0.388732	1	-3.61047	4.24561	34.7357	-0.179344	0.160633	-579.348
10749	0.373477	1	-3.57183	19.2099	31.1635	-0.177421	0.192308	-579.52
10750	0.199671	1	-3.41745	47.6621	27.7458	-0.175701	0.171946	-579.69
10751	0.117346	1	-2.71882	62.8423	25.0267	-0.173959	0.174208	-579.858
10752	0.196923	1	-2.10785	57.6105	22.9186	-0.171765	0.219457	-580.024
10753	0.170666	1	-1.68586	43.3546	21.2325	-0.169864	0.190045	-580.188
10754	0.00435018	1	-1.25136	34.1386	19.9809	-0.167964	0.190045	-580.35
10755	-0.0323187	1	-0.780508	24.5027	19.2002	-0.166674	0.128959	-580.511
10756	0.0891461	1	-0.546556	13.5226	18.6535	-0.166403	0.0271493	-580.672
10757	0.166794	1	-0.95278	-22.5494	17.7005	-0.165023	0.138009	-580.831
10758	0.0461026	1	-1.1385	-15.4814	16.5618	-0.163213	0.180995	-580.988
10759	0.115523	1	-1.82441	-14.4855	14.7372	-0.161878	0.133484	-581.145
10760	0.276879	1	-2.02868	-20.0535	12.7084	-0.161357	0.0520362	-581.3
10761	0.298379	1	-2.25496	-16.6694	10.4533	-0.159525	0.183258	-581.454
10762	0.0494027	1	-1.62528	37.6306	8.82795	-0.1581	0.142534	-581.606
10763	-0.0332721	1	-0.847297	43.3546	7.98056	-0.157014	0.108597	-581.757
10764	0.136694	1	-1.09444	32.5306	6.88604	-0.156765	0.0248869	-581.908
10765	0.214384	1	-1.47629	-5.49744	5.40968	-0.155249	0.151584	-582.058
10766	0.121453	1	-1.87655	-3.99751	3.53307	-0.152805	0.244344	-582.205
10767	0.0465033	1	-1.43312	28.0424	2.09992	-0.151742	0.106335	-582.351
10768	0.136289	1	-0.863729	15.5144	1.23617	-0.15086	0.0882353	-582.496
10769	0.142774	1	-0.882912	11.8303	0.353241	-0.15	0.0859728	-582.64
10770	0.0571379	1	-1.20788	-2.16185	-0.854644	-0.148394	0.160633	-582.782
10771	0.0918112	1	-1.41649	-14.558	-2.27112	-0.146765	0.162896	-582.923
10772	0.249513	1	-1.60002	-18.9741	-3.87112	-0.146086	0.0678733	-583.064
10773	0.266646	1	-1.80133	-14.1742	-5.6724	-0.144909	0.117647	-583.203
10774	0.159555	1	-2.1512	-3.27823	-7.82354	-0.143914	0.0995475	-583.341
10775	0.140496	1	-1.93585	-3.81829	-9.75931	-0.142783	0.113122	-583.478
10776	0.257582	1	-1.81487	2.14565	-11.5741	-0.141765	0.10181	-583.614
10777	0.266962	1	-1.9518	8.40959	-13.5258	-0.140566	0.119909	-583.748
10778	0.150938	1	-2.06119	4.10153	-15.5868	-0.139412	0.115385	-583.882
10779	0.14625	1	-2.02907	7.60546	-17.6157	-0.138235	0.117647	-584.014
10780	0.280218	1	-1.91059	-2.96662	-19.5261	-0.137195	0.104072	-584.146
10781	0.291595	1	-1.94503	-8.95469	-21.471	-0.135973	0.122172	-584.276
10782	0.153567	1	-1.95153	-1.65876	-23.4223	-0.134774	0.119909	-584.405
10783	0.167021	1	-1.97452	-10.8388	-25.3966	-0.133529	0.124434	-584.532
10784	0.347144	1	-2.29931	-22.8509	-27.6956	-0.132443	0.108597	-584.659
10785	0.363568	1	-2.47326	-19.4069	-30.1686	-0.131176	0.126697	-584.784
10786	0.209192	1	-2.35948	-7.38295	-32.5278	-0.129774	0.140271	-584.908
10787	0.206917	1	-2.30326	-8.42696	-34.8307	-0.128484	0.128959	-585.031
10788	0.347668	1	-2.40748	-3.01496	-37.2379	-0.127036	0.144796	-585.152
10789	0.356097	1	-2.51629	1.95304	-39.7538	-0.125271	0.176471	-585.271
10790	0.191876	1	-2.24189	7.64105	-41.9953	-0.12362	0.165158	-585.389
10791	0.173651	1	-2.11493	15.2851	-44.1098	-0.121878	0.174208	-585.505
10792	0.294728	1	-1.93914	11.901	-46.0485	-0.119909	0.196833	-585.619
10793	0.284939	1	-1.82147	11.745	-47.8695	-0.117964	0.19457	-585.731
10794	0.107429	1	-1.35928	11.061	-49.2283	-0.11595	0.201357	-585.841
10795	0.087914	1	-1.20132	15.9809	-50.4291	-0.114366	0.158371	-585.95
10796	0.251238	1	-1.37908	5.14488	-51.8077	-0.112896	0.147059	-586.057
10797	0.2911	1	-1.62205	-8.7992	-53.4292	-0.11095	0.19457	-586.162
10798	0.09252	1	-1.07892	3.21274	-54.5076	-0.109231	0.171946	-586.265
10799	0.0125832	1	-0.379915	13.6287	-54.887	-0.107783	0.144796	-586.367
10800	0.139573	1	-0.373469	19.7006	-55.2599	-0.106878	0.0904977	-586.468
10801	0.19806	1	-0.865928	11.3245	-56.1253	-0.106267	0.061086	-586.569
10802	0.0866293	1	-0.965739	0.368398	-57.0905	-0.104027	0.223982	-586.667
10803	0.0921549	1	-0.998772	-0.855713	-58.0887	-0.101471	0.255656	-586.763
10804	0.240391	1	-1.30539	16.2082	-59.3935	-0.100656	0.0814479	-586.857
10805	0.261775	1	-1.46202	11.9481	-60.8549	-0.0989593	0.169683	-586.95
10806	0.165211	1	-1.95607	26.5399	-62.8104	-0.0971041	0.18552	-587.042
10807	0.193601	1	-2.25202	29.9958	-65.0617	-0.095362	0.174208	-587.131
10808	0.268992	1	-1.80004	44.5396	-66.8611	-0.0936425	0.171946	-587.219
10809	0.189887	1	-1.12079	56.8394	-67.9813	-0.0918099	0.183258	-587.305
10810	-0.0229966	1	-0.434224	68.1671	-68.4148	-0.0898416	0.196833	-587.389
10811	-0.0811509	1	0.0834812	74.4668	-68.3306	-0.0886425	0.119909	-587.472
10812	0.023775	1	0.331597	77.7304	-67.9984	-0.0883032	0.0339366	-587.554
10813	-0.0158593	1	1.1961	29.7179	-66.8016	-0.0867421	0.156109	-587.635
10814	-0.235149	1	1.94442	38.8974	-64.8565	-0.0856335	0.11086	-587.715
10815	-0.282758	1	2.46723	31.7568	-62.3886	-0.0849321	0.0701357	-587.794
10816	-0.054483	1	2.12417	-31.0038	-60.2638	-0.0846606	0.0271493	-587.873
10817	0.0995865	1	0.902532	-63.8124	-59.3607	-0.0846154	0.00452489	-587.951
10818	0.0271145	1	0.206177	-55.2449	-59.1539	-0.0845249	0.00904977	-588.03
10819	0.0634164	1	-0.238577	-46.8334	-59.3919	-0.0839819	0.0542986	-588.108
10820	0.223773	1	-0.679137	-29.1219	-60.0704	-0.0838009	0.0180995	-588.186
10821	0.263818	1	-1.21873	-13.9903	-61.2886	-0.0834841	0.0316742	-588.264
10822	0.139872	1	-1.51679	7.94537	-62.8047	-0.0831222	0.0361991	-588.341
10823	0.0795391	1	-1.09832	27.529	-63.9024	-0.0826018	0.0520362	-588.418
10824	0.147985	1	-0.617164	44.9166	-64.519	-0.0818552	0.0746606	-588.493
10825	0.101493	1	-0.24091	54.0242	-64.7592	-0.0810181	0.0837104	-588.569
10826	-0.0575233	1	0.0192029	53.6757	-64.7394	-0.0803167	0.0701357	-588.643
10827	-0.100267	1	0.395639	58.3792	-64.3431	-0.0798869	0.0429864	-588.717
10828	-0.0227083	1	0.858761	66.9826	-63.4837	-0.080362	-0.0475113	-588.792
10829	-0.0410266	1	1.27056	42.85	-62.2125	-0.0795701	0.0791855	-588.865
10830	-0.211868	1	1.66095	39.6573	-60.5509	-0.0792308	0.0339366	-588.939
10831	-0.194353	1	1.62768	23.8405	-58.9226	-0.0791403	0.00904977	-589.012
10832	0.00241928	1	1.17677	4.31576	-57.7453	-0.0791855	-0.00452489	-589.085
10833	0.0117923	1	1.13695	-2.21303	-56.6078	-0.0792308	-0.00452489	-589.158
10834	-0.0457657	1	1.46389	21.1862	-55.1433	-0.0792534	-0.00226244	-589.232
10835	-0.227978	1	1.77937	36.7374	-53.3634	-0.0793439	-0.00904977	-589.305
10836	-0.280044	1	2.27417	37.0486	-51.0887	-0.0799547	-0.061086	-589.379
10837	-0.314831	1	2.75209	21.2917	-48.3361	-0.0801584	-0.020362	-589.454
10838	-0.223218	1	3.2705	7.89885	-45.0651	-0.080724	-0.0565611	-589.528
10839	-0.25894	1	3.59681	7.39395	-41.4678	-0.081267	-0.0542986	-589.604
10840	-0.274799	1	3.73806	5.38905	-37.7293	-0.0820136	-0.0746606	-589.68
10841	-0.392006	1	3.6046	-0.995855	-34.1244	-0.0828733	-0.0859728	-589.757
10842	-0.349733	1	3.29104	-15.2048	-30.833	-0.0840045	-0.113122	-589.835
10843	-0.305796	1	2.93203	-26.1737	-27.9006	-0.0853393	-0.133484	-589.914
10844	-0.164979	1	2.82939	-26.2225	-25.071	-0.0866289	-0.128959	-589.995
10845	-0.139579	1	2.51034	-22.2274	-22.5604	-0.0879412	-0.131222	-590.077
10846	-0.129709	1	2.28095	-11.4402	-20.2792	-0.0894117	-0.147059	-590.161
10847	-0.262896	1	2.19264	-4.94901	-18.0864	-0.0906561	-0.124434	-590.245
10848	-0.287774	1	2.45005	-8.26181	-15.6361	-0.0921041	-0.144796	-590.332
10849	-0.294411	1	2.47167	-6.2586	-13.1643	-0.0935294	-0.142534	-590.419
10850	-0.155334	1	2.52983	-20.3474	-10.6343	-0.0949774	-0.144796	-590.508
10851	-0.152209	1	2.48489	-21.4641	-8.14934	-0.0963574	-0.138009	-590.599
10852	-0.167342	1	2.51128	-11.4809	-5.63799	-0.0981448	-0.178733	-590.691
10853	-0.265671	1	2.09695	-7.14961	-3.54098	-0.0995475	-0.140271	-590.785
10854	-0.256572	1	2.06666	-15.2863	-1.47428	-0.101131	-0.158371	-590.88
10855	-0.249659	1	1.99107	-16.631	0.516803	-0.102805	-0.167421	-590.977
10856	-0.123156	1	2.06215	-18.9717	2.57895	-0.104253	-0.144796	-591.075
10857	-0.115675	1	1.9388	-16.0564	4.51772	-0.105656	-0.140271	-591.175
10858	-0.114109	1	1.85896	-11.497	6.37664	-0.107262	-0.160633	-591.276
10859	-0.230275	1	1.74888	-19.4057	8.12546	-0.108756	-0.149321	-591.379
10860	-0.231649	1	1.67627	-12.4463	9.80165	-0.110362	-0.160633	-591.484
10861	-0.23571	1	1.79458	-22.0109	11.5961	-0.111923	-0.156109	-591.59
10862	-0.0900277	1	1.72525	-29.1515	13.3213	-0.113484	-0.156109	-591.697
10863	-0.0749903	1	1.59053	-32.308	14.9117	-0.114977	-0.149321	-591.806
10864	-0.0818482	1	1.53541	-21.4726	16.4469	-0.116244	-0.126697	-591.916
10865	-0.210576	1	1.39904	-13.8411	17.8458	-0.11733	-0.108597	-592.028
10866	-0.201256	1	1.2157	-6.04154	19.0613	-0.118891	-0.156109	-592.141
10867	-0.196509	1	1.15703	-6.07801	20.2182	-0.120747	-0.18552	-592.256
10868	0.0437062	1	0.0337523	-0.666468	20.2517	-0.121968	-0.122172	-592.372
10869	0.092971	1	-0.356207	-10.5789	19.8953	-0.122624	-0.0656108	-592.488
10870	0.0575229	1	-0.00217727	-10.5314	19.8929	-0.122217	0.040724	-592.605
10871	-0.20338	1	0.855529	30.4122	20.7482	-0.122828	-0.061086	-592.722
10872	-0.28207	1	1.55049	38.0557	22.2985	-0.123733	-0.0904977	-592.839
10873	-0.268364	1	1.4276	35.2112	23.7259	-0.12543	-0.169683	-592.959
10874	-0.0276755	1	0.824374	-12.6453	24.55	-0.126063	-0.0633484	-593.079
10875	0.0106336	1	0.550149	-24.0818	25.0999	-0.126538	-0.0475113	-593.2
10876	0.0560583	1	0.121574	-26.7703	25.2213	-0.126538	0	-593.32
